,text,sentiment
19808,Pemerintah kembali menerapkan asesmen Pemberlakuan Pembatasan Kegiatan Masyarakat atau PPKM mingguan dan menghapus asesmen PPKM dua pekan sekali menyusul melonjaknya kasus covid-19 varian omicron di Indonesia. Jangan Abaikan Prokes https://t.co/A2YWB0poRr,-8
19809,"@tanyakanrl kata orang yang jaga klinik, omicron ga pake demam. cuman gejala ringan, tau tau positif. dan gw lagi di klinik, orang yang lagi test banyak yang positif 😭",12
19810,Per peri koe ulang tahun kok malah omicron @ferry_kplh,3
19811,"kenapa ya orang tu lagi musim omicron gini malah pesta:(( ya kalau mau nikah bisa ga si ijabqabul aja gitu, pestanya nanti dulu klp dah reda omicronnya:((",10
19812,"Waktu inkubasi omicron sepatutnya lebih cepat dalam 3,4 hari tapi macammana selepas 9 hari kuarantin baru dia dapat result positive ct value 20+-. 🤔",6
19813,@08J_MONEY wah omicron itu nanti jd magister covid,0
19814,"Waktu periksa, saya langsung difonis terpapar omicron. Padahal, saya belum melakukan Tes Antigen (Dokter apaan). Kesel, tapi yaudahlah. Sebenarnya, pun saya sudah yakin kalau rapid, pun hasilnya akan positif.",-9
19815,adakah yg bejual omicron ni bebuting? mun ada umpat nukar 3 kah nah gasan ditaguk,-4
19816,"Gara"" omicron minyak goreng langka..
harus di usut negara penghasil sawit terbesar ko bsa langka .. https://t.co/7F9hKEHf6L",-6
19817,"@kkagemesss awal omicron, ayang yg muncul dihati aku😁",9
19818,Perasan tak omicron makin dekat dgn kau. Tinggal tunggu masa je.,1
19819,"Batuk dikit dibilang omicron 
Menghadeh 😏",-8
19820,"Varian biasa gue lolos dua kali pcr negatif. Varian delta pun sama gue pcr negatif. Eh omicron kena positif, ct di 16 tapi badan gue masih bisa di bawa balik kerja dan cuman geremet geremet doang. Batuk radang pilek alhamdulillah udah sembuh.",1
19821,"@urgoldengguk Kaya gejala omicron 🤔,istirahat yg banyak semoga lekas sembuh💜",7
19822,"Ummatii...ummatii, 
ngantri di mana2 tak takut mati. 
Peduli apa kau omicron, ancam2 kami. 
Makan tuh krupuk keras spt besi. Hanya minyak goreng yg mampu lembutkan ini. 
Gegara kebijakan yg nggak pakai hati...🤔

https://t.co/7RzTsuF0qi",7
19823,"pagi"" disambut wasap dari temen kantor positif omicron :)",8
19824,"@shaeilao21 Gejala umum omicron mmg begitu ...
Minum Aja obat demam nya ....
Kalau ada batuk Dan batuknya gak hilang2 
Ganti obat batuknya dengan dextral ....",-21
19825,Lgi musim sakit tenggorokan sama gatel takutnya omicron,-7
19826,"Hari ini congrats , langsung sembuh ini omicron 👋",7
19827,@IDFreeport Dengan booster semoga bisa meminimalisir penyebaran covid omicron disana,1
19828,"@schfess wkwk kaya sekolahku, rencananya buldep, tp kalo menurutku gausa ikut nder, aku jg ga ikut, dan kata siapa omicron turun? aku aja baru kena sabtu kemarin, dan menurutku rekreasi tuh bukan hal yang 'mendesak' sampe wajib banget diadakan apalagi di masa kaya gini",5
19829,@KompasTV Varian omicron yg langka minyak goreng 😂😂😂,-3
19830,"Bapak gw liat gw sakit tenggorokan sama pilek ""omicron mesti"" 😌",-5
19831,@midiahn Boleh di coba untuk kasus omicron ini,2
19832,"Komorbid kita sama beb, sesek napasnya susah d tanggulangin emg... mau delta mau omicron ttp aja... 😭😭😭 gws ya beb... https://t.co/HXiVYJnHHX",9
19833,"@susno2g Saat Covid Varian Alpha, wajar yg langka Masker, handsanitizer, disinfektan.

Trus, saat keluar varian Delta, msh wajar yg langka itu Oksigen.

La kog pas keluar varian omicron yg langka bs Minyak GORENG .",-8
19834,sunyi ofis sebab omicron,1
19835,"Mulai berpikiran, apa jangan2 ue udah kena omicron 😭😭😱😱",-2
19836,@sbyfess emmm karna omicron lg naik jd mungkin dimana mana sepi hehe,-6
19837,"@cloudsmoonie Jgn deket-deket, omicron",2
19838,@S4fitr1HS Smoga omicron segera berlalu,-5
19839,"kalau pengen tau data update omicron perhari lewat mana, manteman?",0
19840,Day 2. Katanya omicron kaya bapil biasa tapi kok gue kagak ya. Its worst walaupun demam cuma sehari tp dada gue nyeri bgt kalo batuk + sakit kepala everyday. 😭👍🏼,-11
19841,@rippandas @OFFICIALBTOB Iyaaahh..nanti kalo omicron udah ga ganas2 banget.. 😁,6
19842,"@Anatta_21 @RefublikAteis Yg kmrn aja milyardan org berdoa minta corona dihilangkan, ealah malah muncul delta, omicron .. 😅",8
19843,"@uvyxy gws smg cpt omicron

eh?",7
19844,"Untuk mengantisipasi penyebaraan Covid-19 varian omicron, Pemerintah Kabupaten Pesawaran kembali menerapkan WFH di lingkungan pemerintah daerah setempat.

Salah satu cara pengendalian penyebaran Omicron. 

https://t.co/iG4YXgkUSZ",5
19845,"Kmrn anak sy minum teh manis dlm kemasan botol. Abis itu tenggorokannya sakit. Trus skrg panas. Seminggu kmrn dia PTM, cuma sekali dtng ke sklh ngambil modul, itupun cuma 1/2 jam an. Bukan omicron meureun ya",8
19846,"@ppprfrnblssm aku jg lg sakit tinggal batukny, kmrn demem, pusing, pilek, bersin, takut omicron pliss",-8
19847,"@zoelfick Saya sebagai warga Depok,baru saja sembuh dari omicron,setelah kurang lebih 10 hari isoman,dan kebanyakan sodara dan tetangga saya tidak sadar atau mungkin menganggap kalo omicron itu cuma pnyakit flu biasa",3
19848,@schfess aku pas itu omicron 5 hari udah sembuh tapi tetep ada tambahan isoman gituu sekitar 5 hari jadi total isoman 10 hari,12
19849,"Jujur saja, rasanya ketar-ketir mendengar kabar orang-orang yang kita kenal satu persatu terkena covid. Teman, kerabat, keluarga.. bahkan termasuk yang selama ini disiplin prokes sekali pun. 

Makin khawatir krn baca2, gejala omicron ini mirip banget dgn alergi: bersin2, meler..",21
19850,"@irasjafii Wakakaka efek omicron, migor langka, udah bukan masker, HS, oksigen, obat yang langka yak.

Gpp menuju Indonesia sehat tanpa gorengan 👍",-6
19851,"Yang masih lolos dari virus covid, tetap ikuti prokes secara ketat ya.. Meski katanya varian omicron ini ringan, tapi tetap lebih baik kalau ngga sampai terinfeksi. Reaksi tiap orang juga berbeda, ada yang bergejala ringan, ada juga yang berat. Apalagi kalau ada komorbid.",-8
19852,"@ID_AyahASI Saya gak pernah salah beli pembalut/panty liner karena: merek &amp; tipenya jelas.

PS: istri saya anti kepak sayap ke... 
PS2: saya kalo belanja lebih efisien
PS3: cari yg diskon, kecuali kalo spesifik butuh yg itu.
PS4: belanja online aja woi, lagi omicron!",-1
19853,"Bagi yg khawatir utk join terapi , Karena penyebaran omicron , tersedia konseling online by wa / telegram ya . 

📌 Rate Konseling : 100 RB per 60 mnt 

#availJakarta
#konsul #curhat
#sexology https://t.co/ScmpTvScez",8
19854,"videoku review varian covid alfa,delta,omicron coming soon ya gais",1
19855,"@__rd19 Lah, varian baru omicron menyebabkan sakit kulit? Termasuk kadas, kurap, ketombe?",-1
19856,"mimpi buruk di era omicron :
Lagi ambil makanan prasmanan, pramusaji tidak pakai masker ataupun faceshield, tiba-tiba bersin ke arah makanan. 

seketika ku terbangun 😂",2
19857,@bijiakuilang nggaaa anjrot bukan omicron,0
19858,"Pas waktu covid 19 varian Alfa, masker medis , handsanitizer menjadi barang langka.
Pada saat covid 19 varian delta oksigen menjadi langka
Pada saat yang sekarang nih omicron, minyak goreng sama tahu tempe yang langka.
Korelasi yang terakhir dimananyeee ? -_-",-9
19859,"@RyaWiedy Kemungkinan besar, kemudian disusul batuk, sakit seluruh badan, kadang ada diare. Saya sdh seminggu isoman. Bagusnya omicron tidak menyerang paru2. Ciri2 yang rata2 dirasakan yang kena, rasa makanan yang gurih jadi sangat asin. 7 hari bb turun 3kg 😁",-8
19860,@moritsukie @schfess kalo dari kemenkes karantina buat omicron cuma 10 hari. setelah itu negatif atau positif tetep harus masuk (buat yang kkerja) karena gakan nyebarin virusnya lagi.,1
19861,@FanyFUtami Gejala omicron: denial,0
19862,@pensisruSMATN @pensisruSMATN admin kan sekarang omicron lagi ningkat ningkat nya jadi untuk tes seleksi tahap 2 ini ofline apa online ya admin?!,0
19863,"@loeyparkie @pantungalimar Yg emg si omicron ini gampang kok nyebarnya, sepupu gw yg literally parno kebangetan sm covid aja dan ga pernah keluar rumah tempat umum 2 thn ini kena. Pdhl dia ngejaga banget. Gw jg stelah 2 thn kena🤣",5
19864,ptm wkt omicron..,0
19865,"@CNNIndonesia Bisul beunyeur,congek,hihileudeun,kadas,kurap,gatal jamurpun gejala omicron 😑😤😤😤",-10
19866,"@PWT_kotasatria sekang lg pandemi corona yg langka  masker dan obat2tan 
varian baru yg langka oksigen c02 sekarang pandemi omicron yg langka minyak goreng masya Allah  kmn hati nurani mu bos2 atau pejabat pemerintah🙏🙏🙏🙏🙏",-19
19867,Tulang punggung dalam keluarga yg kena omicron https://t.co/K0SaS2NGsr,3
19868,@ZAEffendy Minyak goreng omicron langka?,-4
19869,"@starlightonpjs iyaaa nii seremm apalgi omicron jga makin marak, km jga yaa hati hatii",4
19870,Gua rasa gua udh kena omicron pas org org blm kena deh🙂,-3
19871,"@uinwsfess Pancaroba emang jadi faktor juga, faktor lainya itu karna imunitas tiap orang beda². Terus faktor lainya lagi yg bahaya dari omicron tu penyebaranya cepet, tapi gejalanya emang lebih ringan dari Delta.",-11
19872,"soalnye ye, kalau secara kode etik psikologi, alat tes ini ga boleh secara bebeas dishare apalagi via dunia digital, krn rentan penyalahgunaan dll dsb. Jadinya mulai awal gejolak pandemi omicron ini sudah ijin kajur buat ttp offline tp minta kelas dipindah ke aula",-14
19873,@Anonymouslem_G Nanti kalo lapar bisa jadi penyebab varian omicron,-7
19874,duh kok gua kayak gejala omicron gini anjing...,-6
19875,Bacot lagi omicron https://t.co/6hORAS9GGX,0
19876,"@nadilawantari_ Corona part.1 yg langka Degan ijo
Corona part.2 yg langka tabung oksigen
Omicron yg langka Minyak Goreng?? 🤔🤔🤔
apakah obat omicron ada pada Gorengan 🌝🌝",-13
19877,"@myonenonlyJ Tapi keknya bakal diperpanjang deh, omicron ganas juga ni

JENNIE FOR HERA CAMPAIGN
#NewHERAWithJennie",-6
19878,menjadi penyitas versi omicron rasanya luar biasa,0
19879,@Prawitadisastra Pantat gatel2 jga bisa kadi bagian gejala dari omicron gk ya???,-4
19880,"@CNNIndonesia Semuanya aja sakit dibadan dijadikan gejala corona, mulai dari alpha, delta, sampai omicron. Bentar lagi apakah ada varian baru, Omega misalnya sebagai varian terakhir?",-8
19881,"-Dips! Kmren aku radang tenggorokan, langsung demam, pusing, lemes, sama pegel-pegel nyeri sendi pas aku swab PCR positip copid. Mungkinkah ini gejala omicron?",-12
19882,Ada yang pernah positif omicron atau covid? Gejala awalnya gimana ya?,4
19883,@hategrlc @handokotjung Ini gejala omicron ya? Solanya tenggorokan agak seret plus pilek tapi disini emng sering ujan terus sih,6
19884,Tengo omicron. https://t.co/4zYCDPxCt9,0
19885,"@hrdbacot Kena omicron dong biar heppy 
(Heppy miskin)",-7
19886,"@schfess engga usah, gurunya aja yg mau jalan jalan, sok sok an bilang omicron dah selesai, tu kasus tiap hari ada menurut lo karena apa? dbd?",7
19887,"Kan kalo omicron tenggorokan sakit yak, ini tenggorokan gue sakit kek mau radang. Tp takut omicron wkwkwkwkwkwk. Bedainnya kumaha yak",-9
19888,"Ada yg Komplit : demam,suhu badan tinggi, sakit kepala, diare, flu pilek, hidung tersumbat,bersin bersin, pegel pegel , batuk dgn tenggorokan sakit ataupun gatel gatel.
( Cuaca kurang bersahabat ) versi skrng disebut covid omicron...
Versi lama : masuk angin.
@InfoPemalang",-41
19889,Dompet kering juga bisa jadi gejala omicron https://t.co/weHpJOjbQS,-3
19890,"Jenis batuk yg bisa mengusir omicron

Lihat video Rega192 Adhitya! #TikTok https://t.co/fpwsN4sOYm",-5
19891,"@gisdarrrs ini calon alumni yang mana nih? alpha, delta, omicron? apa calon double degree? hehehe. alhamdulillah baik",5
19892,"@schfess jangan dibayar dulu, aku yang di Bali aja belum berani rekreasi, soalnya disini lagi naik naiknya omicron nder",4
19893,@xyzsfanaichkeia udah wktunya de 🥲🥲 tumbang di omicron,1
19894,@Askrlfess iya pada kek kena omicron tp langsung isoman,-3
19895,@Askrlfess iya kaya batuk pilek demam tenggorokan sakit Fiks omicron,-7
19896,@CNNIndonesia Biji pelermu sakit Min gejala omicron juga?,-10
19897,"Efek omicron bu
Minyak goreng katanya bs buat penyembuhan https://t.co/m3EwmUIkjL",7
19898,@rrahadiansyah1 Nnti kalok sakit tenggorokan nethink menyangka kena omicron,-5
19899,@acaiijawe keluarga saya dah tak jadi 'rare'. ingatkan kebal rupanya kecundang dengan omicron,6
19900,"Dulu batuk pilek panas namanya radang .
Sekarang namanya lbh gaul jadi omicron 🙃
Sama2 menular , hanya saja ............ hehe",-11
19901,apakah diare termasuk gejala omicron? 😔,-4
19902,Patuhi protokol kesehatan untuk mendukung upaya pencegahan omicron https://t.co/zeqQ9533NB,16
19903,"Social distancing, kalah sama minyak goreng, omicron nyungsep,
Langka di negara kaya https://t.co/ct7JBWgQSW",-6
19904,@schfess menurut gue sih jgn lah ya. sekolah gue aja pada batalin study kampus sm rekreasi gar2 omicron ini,3
19905,"@ThisisRapley bener plis, waktu ptm aku jarang dpt tugas. pas pjj tugas bejibun 😩 omicron nih kyk ajg",3
19906,"Sakit gigi juga gejala omicron, masolang https://t.co/4ZaIeCPrFS",-5
19907,Sejak omicron datang : jadwal kerja 11 hari nontsop dan jaganya 14x mantap gk tuh pinggang 😮‍💨,9
19908,What if i pernah kene omicron tapi tak sedar sebab selalu layan mood malas and suke melepap 🤨,0
19909,"Jangan Puas dulu, untuk kendalikan Penyebaran Omicron presiden Jokowi meminta vaksinasi digencarkan di tiap Daerah di Indonesia.

#omicron #puas https://t.co/0Fcm7nHbsO",6
19910,"pagii! dari aku yg gak ikut ptm gara gara sakit 🙂 mana gejala nya kayak kena omicron, huhuhu stay safe ya kalian 🥺❤️",-20
19911,liat fesbuk jualan makanan penjualnya pada drop demam sakit kepala badan rasa remuk dan banyak yg komen ngmg pd demam jg bilangnya lg kecapean sm pas lagi musim aja tp msh pada jualan aduh itu ga liat berita apa ada namanya lg wabah omicron buk🥲🥲,-10
19912,"Istirahat dulu nongkrong2 ga penting, ada omicron.",-2
19913,"SPV produksi dari 4 sisa 1 doang ya Allah, omicron u bener bener yak",6
19914,@schfess Imun gw turun bgt sih pas era omicron ini..,5
19915,"@kompascom Knapa sih berita pesimis di umbar tiap hari ? ,  omicron terlalu dibesar besarkan   ,paranoid dengan kasus delta ? ...come on",4
19916,mencegah penyebaran Virus Covid-19 khususnya varian omicron di lingkungan Kantor Imigrasi Kelas I Non TPI Serang.,-8
19917,"Halo Sahabat Mido…
Demi mencegah penyebaran Virus Covid-19 khususnya varian omicron, maka pada hari ini Senin (21/02/2022) dilaksanakan kegiatan ”Penyemprotan Cairan Disinfektan” di seluruh ruangan Kantor Imigrasi Kelas I Non TPI Serang oleh PPNPN. https://t.co/KbaupF7h6n",-15
19918,"Setelah mendapat keluhan dari para pelaku usaha kecil dan menengah atau UMKM di Korea Selatan, yang mengeluhkan penurunan omzet penjualannya selama pengetatan pembatasan aktivitas, selama darurat omicron.akhirnya pemerintah ijinkan kafe dan restoran buka hingga pukul 10 malam",-18
19919,"Gue mau online 100% bodo amat sm org yg msi maksa offline bla bla bla! Offline 25% mana enak ngentot, maksa bgt buat ptm cm gegara kita kls 9 sintingggg. Lg musim omicron, flu jg kita udh gila tmbh gila kntl",-19
19920,"@ChiChinatsu31 Tapi gpp, bukan omicron kayanya. Kecuali keluar atau jalan. Tenang aja hshshsh😭",2
19921,"kapan wfh, kantor gua udah 6 + omicron 🤣🤣",0
19922,@convomf onichan langsung mikir ke omicron terus mikir lagi lah omicron mah virussss ternyata onigiri😭😭,4
19923,"@CNNIndonesia hati"" pula kentutpun bs jd gejala omicron ato tanteicron😝😝😝",0
19924,@tauajjalah @rhm2991 Ya mungkin lonjakan omicron br dasyat2ny jd antisipasi aj ms,2
19925,"Hey bestie , hayo siapa yg panik nih ketika dapat kabar temennya positif omicron trs tiba2 zoom dadakan dan wfh drumah ? Kalu q sih ndak panik dong krn sdh pakai INDIHOME , jadi kerja sambil zoom aman jaya dong best emang #InternetnyaIndonesia https://t.co/JswXFMr6qh",12
19926,"@jembermfs Pas baca2 kemarin, kalau omicron cuma 5 hari. Cmiiw",6
19927,Fakk kayanya aku kena omicron,-6
19928,@dh_ila01 Bgtulah lg pd ngumpet dl gr2 omicron,0
19929,"@Petrikorpagi @HalodocID sama Kak tahun lalu kena delta sampe ayah meninggal, sekarang banget ini ngerasain yang omicron lebih kuat ternyata batuknya, jadi hafal varian rasanya gimana",-6
19930,@sstrongerrr ketawa sendiri dikira orang efek omicron,7
19931,@sanssspeople @madinii__ Raseneng omicron aku senenge omtfom,0
19932,Masa omicron.. hmmmmm,0
19933,@zahroenzee @msaid_didu Emang omicron itu ada ya... Yg pasti ada itu setau gue polytron...,-4
19934,"Radang, badan panas terus kelelahan itu termasuk gejala omicron ringan kah?",-4
19935,"Selamat pagi kawan 😁
Semoga kalian semua di bawah perlindungan Tuhan YME 😇

Ngupi pagiku ambyar 🥴
Dulu bebek berenang di kopiku🤦
Sekarang bola omicron 😏 https://t.co/D0J44TngOp",16
19936,yaallah asli dah omicron bener bener kek flu berat tapi ini mah tulangnya pada linu euyyy,9
19937,Ketahuilah seputar mitos dan fakta Omicron. #virus #corona #coronavirus #omicron #bersatulawancovid19 #polrestabanan https://t.co/aZs5Ypv9yw,1
19938,"@tanyakanrl Samaaaa, tp lg omicron gd pemasukan;)",0
19939,"@zahroenzee @msaid_didu Kan tujuannya omicron itu ada, biar testing di genjot agar laku dagangan menteri nya yg jualan testing 😂. Habis libur Nataru kemarin ngk ngenjot jualan testing menteri nya.",12
19940,@CNNIndonesia Ntr lama lama sakit perut masuk gejala omicron 😂,-5
19941,"@geloraco Zaman Corona yg langka masker, zaman delta yg langka oksigen, zaman omicron yg langka minyak goreng 😁",-14
19942,"@VFathun @DINKES_KAB_BDG @dr_koko28 @__Sridiana_3va @endridok @DrSLSimonSpKK @MprAldo @f_fathur @Tegawati_SP @LtdAkbar Padahal bahaya omicron itu tdk lbh dari flu pilek..tp harus ditangkal dgn vaksin yg bahannya jauh lbh besar.. itupun msh bisa kena omicron.
Dan tanpa vaksin pun blm tentu kena omicron dan yg jelas terhindar dari resiko vaksin.
Harusnya pilihannya mmg hidup normal tanpa vaksin",-24
19943,Bodo mia omicron!! Pagi2 kena jolok hidung dh. Berayaq mata 😡 https://t.co/f2smRHcMdX,-14
19944,"Bagaimana kabar omicron di kotamu? Gak usah galau ..cukup disiplinkan diri pada prokes, pasti omcron gak akan mampir di hidupmu.",3
19945,Resmi lulusan omicron-covid-19. Setelah akhirnya PCR di hari ke 16 setelah gejala pertama.,7
19946,"@CNNIndonesia Dompet kosong juga gejala omicron, voltron dan luhutron",-4
19947,ugm_fess menurut kalian ada kemungkinan bakal daring lagi gakk? keadaan omicron di jogja gimana?,4
19948,"takut bat mau berangkat sekolah:(
ternyata yang pada kena omicron pada ga bilang pihak sekolahan makannya gaada pengumuman pjj:((((",-6
19949,@PWT_kotasatria Jadi ini yang membuat omicron terus meningkat??? Selama ini yg langka bukan obat-obatan malah minyak goreng 😖,-2
19950,"@CNNIndonesia Mirisnya melihat seperti ini? 
Dinegara yg lahan kelapa sawitnya terbesar di dunia,rakyatnya harus mengantri panjang untuk mendapatkan minyak goreng Alhasil terjadilah kerumunan katanya omicron yg langka ko minyak goreng🤣🙃virus langganan dtg pas hari puasa hari lain ngilang?",6
19951,@501Awani Jadi bahaya ke tak ni dari segi severity of illness omicron ni?,-1
19952,"@EkaPratamA_021 @Puput07580799 Soale kulino makaryo kulino metu amor konco².. 
Sesuk mneh diopeni tenan awake, diusahakke ben ra loro.. saiki lagi gempuran loro omicron 🤭😂",0
19953,@CNNIndonesia Bisul panu kurap jg gejala omicron😅,-4
19954,@dawisu Tana nan ta zama omicron,-3
19955,@dawisu @Z7F5S Su delta da omicron kasuwa ta bushe😅,-3
19956,@pumpkinbabyy Buat omicron 😂,0
19957,@msaid_didu Sekarang bukannya Masker maupun vitamin yang langka malah minyak goreng dan ini bisa memicu kerumunan dan penyebaran virus omicron bisa berkembang dgn cepat,-1
19958,Yang pernah kena omicron sembuh nya berapa lama ya ?,1
19959,@um_fess @ipoksamidub Ono seng duwe gambar perbedaan omicron ambe flu biasa ga rek?,-3
19960,"Pas pergantian musim penyakit nggreges. Watok. Pilek
Ket ndisek ws onok. 
Cuman jnenge kan kedawan akhire diganti omicron. 

Ngunu ae kok y mbingungi... 
😁😁😁😁😁",5
19961,@muhdzawawi_ Ada simptoms tak omicron kau wi,0
19962,gue kyknya omicron but AMITTT AMITTT,0
19963,@detikcom flu biasa dikatain omicron....hedeeeh berhenti laaah wahai penguasa membodohi rakyatmu demi menguras APBN....,-13
19964,"@YoutubeILC @CttnDmkrs Meradang itu gejala omicron bukan
Maaf OOT 
Parno sama covid",-6
19965,@NephiLaxmus @BossTemlen Lebih parah dari cluster omicron,-5
19966,"@Askrlfess hi aku sekarang lg +omicron dan gak pernah keluar rumah tp ketularan sm orang rumah. ada gejala pusing jugaaa. 

coba km liat sekitar km ada yg sakit gaaa? 

atau mungkin cb antigen dl nder kalo di puskesmas gratis atau cb dikonsulin sm dokter km jg",11
19967,udah w blg dr kmrn wfh diterapin lg aja.. skrg lead teachernya drop pada bingung kan lu pada😁. omicron ga ringan loh. ini beneran sakit bgt di badan w😖 https://t.co/6pJZtF3chW,-9
19968,"Penat breastfeed, penat tak cukup tdoq. Taktau nak beza dah dgn omicron.",8
19969,@pedoqpop Kalau kena covid lagi ni omicron tah2 terlentang dekat hospital kali mamat ni suka hati dia lah jgn org lain yg dijebaknya lagi2 org tua kesianlah hari tu Allah izinkan hidup nanti2 tak tau lagi jgn bebal lah kan,-1
19970,"@ImamMardians Ngerasain kan lu pas varian delta? Wkwkw
Tinggal omicron aja blm ngerasain wkwkw",6
19971,"Tahun wingi corona kowe gawe kecewa,
Saiki omicron meh gawe kejeron/prenjon ?",-1
19972,"@detectivecrewze anjg gw kira meninggal kena omicron, ternyata di ninja mode bgstt",-10
19973,@papadeldrill Tengo omicron :(,0
19974,omicron siluman 😁 https://t.co/yEabmNqgaF,-5
19975,"@alimaulia apaqa dengan saya terjangkit omicron, hutang saya akan lunas, paduqa??",-8
19976,"@CNNIndonesia Siap bos!! Apalagi? Nanti yg komedoan, jerawat juga gejala omicron? Trs apalagi? Sembelit, kecipirit juga gejala omicron? Tijalikeuh, tikusruk, tijengkang juga gejala omicron?",0
19977,"@CNNIndonesia Knapa ga sekalian sebutin trus di claim bisul &amp; jerawat itu juga merupakan gejala omicron &amp; wajib di vucksin, wajib ikut JHT &amp; BPJS Kesehatan agar dapat dilayani saat periksa.",-13
19978,ketika adekku yg merantau kasi kabar kalo kena omicron https://t.co/HWB4nlG6YG,-4
19979,@clingygvrl Gaboleh tau omicron,-4
19980,@detikcom Bisa ngga sih kita sebut aja flu gitu biar adem...susah amat...omicron popcorn polytron...flu aja gampang,-4
19981,"Seru sih cuma kurang klimaks yak tadi tu, omicron ga eh",5
19982,@CNNIndonesia Telor gatal jg gejala omicron kan?pantat mau berak juga kan,-4
19983,"@uinwsfess Aku alumni omicron di beberapa hari yang lalu, aman kok",0
19984,@Askrlfess gejala omicron tu,0
19985,"@detikcom Gejala omicron cenderung ringan dibanding covid sebelumnya, tetapi jgn diremehin karena dia cepet nular ke orang sekitar,ya klo sekitar kita udah vaksin semua, klo nularnya ke ortu yg ga bisa vaksin, anak kecil, bayi? Yakin kita klo gejalanya bakal sama ringan ky kita yg udh vksn",-5
19986,@Zeeeekhaan Haha ziyada maza bimari main kisi b celebration ka hota. Main omicron main roz apni dawat krti thi😂,8
19987,@yourglanz wkwkwkw omicron kek e ak kmrn,0
19988,@posutaaaa_ Lho udah swab test fix kena omicron? Semoga lekas sembuh,4
19989,"Rorombeheun dampal cokor juga bisa jadi gejala omicron
Beuh !!! https://t.co/4C49oqvw6W",0
19990,nganggur lembur bagai omicron,0
19991,Kesiksa dibuat omicron ini,-4
19992,"Bajigur..sejak kena omicron,siang ke sore tidur mulu..
malemnya jadi susah tidur,mana emang akunya insom..",-4
19993,ini gua omicron apa gmn y,0
19994,"budaya barat bukan budaya kita, budaya kita adalah self proclaim lek kenek omicron",1
19995,kena omicron ni kayanyaa,-3
19996,"Malemnya masih sama demam naik turun, pening, mulai tuh badan kayak ga diapa2in tapi sakit kyak ketusuk (sbnrnya disini mikir kena santet apa omicron 🥺🥺🥺🙃) tp setelah baca2 lg jurnal &amp; berita2, ya emg ada bbrp pasien yg gejalanya hampir mirip aku (cont)",-19
19997,"@NgatmoMbilung Liyane do kangen , koe i malah omicron",3
19998,@kaeriwna hayoo loh omicron,0
19999,"@veryvinca cepet sembuh wati 
moga bukan omicron",8
20000,"@CNNIndonesia Gimana ya, dari remaja emng udh suka sakit punggung, bukan krna omicron sih krna emng jompo aja",1
20001,"pasti seru nih besok nba all star, ga ada omicron omicrontol nya",5
20002,"Let we see. Apakah bener2 dia bakalan balik lagi maret awal di tengah2 omicron yang lagi marak bgt kaya gini.

Kalo iya, Alhamdulillah. 
Then aku masih bisa ketemu lg, klo engga, i hope aku nanti masih punya kesempatan buat ketemu lg saat dia masih d smrg 🥺🥺🥺",14
20003,"masuk 2022 kayak banyak banget konflik ya. pemerintah bikin kebijakan makin ngadi2, omicron naik mulu, rusia ukraina tegang. perang tuh kayak hal terbodoh yg manusia lakuin sih. cuman demi ego, kekuasaan. btw PBB nih kemana ya kalo negara2 pada mau perang gini.",-12
20004,@laelaoktaviana Wahhh omicron tuhhh,0
20005,@yoshiadorer gejala omicron emang apaaa,0
20006,@detikcom Suka suka kau lah omicron  kee omercon kek ompor ayam kek terserah,3
20007,"Hadeuhh, gara gara omicron, harus vaksin ke-3 , 
Sebenarnya knapa indonesia ini, padahal semua sehat sehat aja,👍🙏",0
20008,"almost setiap hari akan tanya kabar geng2 omicron; what i can say is that - no fever, malam2 panas gila siap pakej berpeluh, batuk kering tp thick phlegm stuck kt dada resulted to nausea/muntah. but the symptoms gradually akan ok. take the booster shot. it helps.",3
20009,"Kebayang gak.. 
Anaknya batuk aj kmarin tebaran korban jatuh rumah ambruk sisi pantai dah kayak bubur sum2.sunami 6meteran.
Gimana emaknya yg kena flu berat macam omicron? 🤔
Udah deh ya.Level 2 dah cukup.dah bkin aku susah tidur.jangan naek level lagi.🤦‍♀️ 

#AnakGUnungKrakatau",-18
20010,"Eh terus jangan mentang-mentang lagi puncaknya omicron yang katanya efeknya lebih mending daripada jenis lainnya itu, terus jadi sak karepe dewe ya!
Ya kalo pas kena omicron... La nek laine. Mantap :)",2
20011,"@iwanfals Awal covid terjadi kelangkaan masker, lalu varian delta terjadi kelangkaan oksigen. Lha, pas varian omicron yg langka malah minyak goreng. 
Dan survey kepuasan rakyat Indonesia 70% terhadap @jokowi. Indahnya negeriku....",-1
20012,buruan lah anjir ayooo gue juga mau main tapi omicron juga sih ANJGGG,-1
20013,@uinwsfess meh rame rame jare seh akeh omicron,1
20014,@CNNIndonesia penyakit ini mulai dari tanpa gejala hingga semua gejala nyambung ke omicron,-4
20015,"omicron, omican, omindro, omindra, omimron, dsb. 👌🏻",0
20016,@LurahIstana Wheduzzz.... Ternyata itu to maksudnya...rakyat diwajibkan ikut bpjs klo mau dilayani... rakyat ditakut2i covid-19/omicron...Rakyat sudah mulai pinter klo covid-19 hanya akal2an pemerintah... Meski positif tp pada tak mau dirawat di RS... Takut Mati... Atau dimatikan...👇,15
20017,@prisky_didi gara2 omicron nih bang el wkwkw,-7
20018,sebelum tu omicron debut udah sering sakit punggung https://t.co/cGykoFKcX7,-5
